1.540000,4.221000,-0.103000,2.253000,0
1.510000,0.787000,1.772000,3.537000,0
0.256000,1.868000,2.448000,-0.235000,0
0.506000,1.407000,4.463000,3.254000,0
1.590000,0.608000,2.228000,2.881000,0
1.639000,-0.272000,-1.015000,1.571000,0
6.081000,1.032000,0.792000,-0.065000,0
1.722000,1.407000,2.028000,3.827000,0
0.718000,2.209000,2.746000,2.390000,0
0.454000,3.083000,2.265000,2.445000,0
3.688000,0.988000,-1.704000,2.040000,0
-1.143000,1.155000,-0.294000,3.509000,0
1.394000,0.257000,0.767000,-0.481000,0
-0.163000,-1.045000,-0.748000,0.628000,0
1.147000,1.340000,0.250000,0.770000,0
1.330000,1.107000,0.375000,1.820000,0
2.430000,-5.571000,2.130000,-0.356000,0
1.670000,0.161000,0.680000,-2.035000,0
2.990000,2.664000,2.265000,1.543000,0
-3.971000,1.800000,1.154000,1.054000,0
-2.038000,2.249000,1.296000,0.440000,0
3.731000,5.125000,0.248000,1.381000,0
-0.156000,0.467000,2.449000,2.247000,0
1.432000,0.039000,-1.274000,1.402000,0
1.898000,1.263000,1.541000,0.554000,0
2.180000,-0.402000,-0.383000,-0.092000,0
0.496000,-0.238000,0.689000,-1.687000,0
2.707000,1.430000,2.607000,0.853000,0
-1.874000,3.464000,5.573000,0.663000,0
1.210000,4.565000,-0.274000,-0.854000,0
0.555000,0.234000,2.270000,1.547000,0
-1.106000,2.006000,0.090000,0.059000,0
0.534000,3.203000,-0.084000,1.023000,0
-0.743000,1.311000,-0.217000,0.948000,0
-2.926000,2.187000,3.044000,1.433000,0
2.156000,0.755000,2.687000,1.715000,0
0.221000,0.885000,0.236000,1.044000,0
1.991000,1.598000,-0.667000,-0.299000,0
2.455000,2.776000,1.091000,4.969000,0
0.037000,0.980000,4.904000,1.590000,0
0.667000,-0.142000,-2.080000,1.410000,0
4.317000,2.354000,1.449000,0.486000,0
1.198000,-0.616000,0.639000,0.419000,0
-1.077000,1.605000,-0.185000,2.853000,0
4.692000,0.279000,-1.416000,-1.913000,0
1.118000,0.817000,3.267000,0.959000,0
-0.519000,-1.428000,0.479000,-0.399000,0
0.197000,2.522000,4.112000,2.509000,0
0.425000,6.088000,0.387000,0.673000,0
0.961000,-0.932000,2.398000,0.934000,0
0.626000,-3.382000,1.214000,1.162000,0
0.912000,1.228000,-0.135000,0.494000,0
0.925000,1.818000,1.574000,1.473000,0
0.919000,0.727000,1.548000,-0.048000,0
-2.909000,2.161000,-0.005000,2.712000,0
0.869000,3.925000,2.171000,0.089000,0
2.360000,1.555000,1.611000,-1.565000,0
1.768000,3.355000,1.028000,-0.298000,0
-1.865000,2.201000,0.815000,1.665000,0
1.830000,2.926000,2.166000,2.688000,0
1.190000,-0.343000,-0.314000,2.438000,0
2.265000,3.651000,0.981000,0.516000,0
1.732000,0.996000,-1.786000,2.370000,0
1.093000,1.231000,-0.855000,1.698000,0
-3.876000,-0.479000,1.240000,-0.496000,0
-5.677000,2.001000,4.808000,1.052000,0
-4.147000,-2.020000,1.931000,1.134000,0
3.024000,1.638000,0.904000,1.057000,0
-2.004000,0.480000,-1.147000,0.653000,0
-1.349000,-1.262000,-0.935000,2.977000,0
0.736000,2.748000,1.829000,1.492000,0
0.051000,0.478000,-1.044000,0.077000,0
4.171000,-0.907000,0.429000,0.712000,0
0.147000,-0.814000,-0.143000,2.086000,0
-0.314000,0.929000,-1.043000,0.669000,0
4.727000,1.522000,2.332000,1.893000,0
0.545000,3.161000,1.085000,0.552000,0
4.681000,0.982000,0.931000,0.633000,0
1.349000,0.262000,0.506000,4.563000,0
0.417000,-0.709000,1.005000,4.581000,0
1.271000,0.494000,1.784000,0.368000,0
2.977000,-1.084000,0.373000,-0.175000,0
1.928000,-0.428000,0.297000,1.082000,0
0.440000,-2.367000,-0.458000,4.885000,0
1.648000,1.450000,-0.592000,0.934000,0
-0.000000,-2.386000,0.620000,-0.709000,0
0.198000,-1.474000,1.574000,1.178000,0
1.818000,2.286000,3.711000,3.006000,0
-1.007000,3.056000,0.837000,1.373000,0
1.795000,1.094000,1.832000,-0.002000,0
2.035000,2.738000,-1.756000,-0.678000,0
0.683000,1.894000,1.493000,-0.118000,0
0.614000,2.322000,2.086000,1.563000,0
2.292000,-0.914000,-1.689000,-0.342000,0
-3.190000,3.119000,-2.078000,0.905000,0
1.280000,-0.348000,5.797000,-2.027000,0
0.094000,1.697000,2.104000,-0.698000,0
-1.787000,0.706000,-0.866000,1.263000,0
2.682000,-0.024000,3.731000,0.432000,0
2.752000,0.230000,1.614000,1.070000,0
0.803000,1.151000,-0.206000,1.920000,0
1.802000,2.775000,3.312000,-1.123000,0
5.344000,0.559000,2.994000,-0.640000,0
0.344000,0.508000,0.368000,1.330000,0
1.503000,1.406000,2.074000,-0.062000,0
0.844000,0.285000,-3.193000,2.238000,0
0.849000,0.157000,2.543000,-0.862000,0
-3.828000,3.112000,2.267000,3.318000,0
2.961000,-1.186000,0.011000,1.154000,0
0.243000,1.777000,2.012000,-0.316000,0
0.866000,0.812000,0.932000,2.987000,0
