3.106150,2.747150,-7.837850,-9.198850,1.460150,0
-0.075850,-4.188850,11.849150,-1.224850,-16.434850,0
22.626150,15.534150,-11.630850,3.499150,3.273150,0
-0.739850,-4.792850,0.717150,-3.076850,7.212150,0
9.546150,1.361150,-7.027850,-5.330850,-3.023850,0
-2.474850,6.292150,2.416150,0.158150,10.672150,0
6.445150,-0.314850,5.400150,-15.011850,2.562150,0
-0.946850,-0.305850,3.156150,0.340150,4.392150,0
-5.687850,-6.040850,11.008150,-5.528850,1.382150,0
9.031150,3.779150,10.454150,5.518150,6.226150,0
3.737150,9.032150,-0.276850,12.235150,-0.236850,0
4.213150,10.331150,-1.048850,7.357150,7.876150,0
-9.536850,1.277150,-6.965850,6.349150,-0.356850,0
3.755150,7.366150,4.126150,-3.205850,6.185150,0
-3.969850,7.182150,-0.393850,0.154150,3.748150,0
2.657150,-1.112850,-1.747850,4.330150,-2.001850,0
1.833150,-6.942850,1.305150,4.124150,-16.792850,0
0.166150,9.080150,-1.477850,2.169150,6.464150,0
2.479150,-7.313850,5.372150,11.749150,2.492150,0
-2.695850,-5.438850,-8.024850,3.425150,1.681150,0
-3.866850,10.439150,-4.799850,-2.394850,2.745150,0
5.093150,-5.644850,-5.008850,-1.285850,-3.875850,0
8.232150,1.952150,8.537150,-5.141850,-8.153850,0
2.994150,5.566150,1.254150,3.851150,7.379150,0
4.558150,7.727150,-4.217850,-0.680850,7.632150,0
1.375150,-4.277850,-4.127850,4.867150,-0.371850,0
12.107150,-7.038850,4.304150,10.049150,-4.123850,0
11.257150,2.624150,6.543150,11.650150,-0.734850,0
5.809150,6.119150,-1.673850,-5.577850,-1.866850,0
5.224150,4.241150,-3.177850,-0.698850,-0.308850,0
-6.922850,8.684150,-3.364850,1.816150,8.887150,0
-4.705850,1.467150,8.780150,-6.328850,0.471150,0
8.554150,0.476150,-1.019850,5.085150,-3.178850,0
0.842150,1.782150,3.175150,-2.049850,-5.046850,0
-2.003850,8.423150,3.935150,-3.486850,-0.279850,0
-0.717850,6.382150,-20.248850,4.807150,-5.348850,0
-2.302850,-3.014850,6.750150,-4.680850,15.950150,0
-1.142850,1.426150,-5.243850,1.394150,-2.958850,0
6.912150,3.832150,1.369150,-0.040850,-3.018850,0
-6.299850,3.551150,-0.275850,6.670150,8.693150,0
7.691150,1.001150,-1.910850,2.106150,2.989150,0
-6.041850,-3.649850,-9.186850,11.724150,24.362150,0
0.837150,2.613150,-7.333850,-3.514850,5.385150,0
-6.072850,-0.118850,8.301150,-1.244850,1.347150,0
-4.024850,-0.233850,-8.171850,-2.034850,3.365150,0
7.272150,6.139150,-5.527850,0.452150,5.725150,0
-4.947850,-8.728850,0.561150,-2.901850,-4.925850,0
9.432150,-1.891850,-9.342850,4.287150,3.375150,0
24.038150,-1.485850,9.411150,-9.193850,-9.111850,0
3.738150,0.504150,-5.041850,0.544150,5.059150,0
-5.529850,1.663150,-2.572850,-15.134850,4.878150,0
-2.380850,5.979150,1.360150,2.263150,1.985150,0
6.678150,0.588150,-0.159850,3.491150,-2.246850,0
-1.999850,0.034150,3.685150,8.951150,-1.844850,0
-0.591850,5.588150,7.183150,-21.797850,-1.023850,0
2.000150,-7.026850,-1.056850,10.838150,-1.789850,0
3.924150,-3.621850,-11.740850,4.120150,-1.248850,0
0.703150,0.444150,-1.378850,-1.265850,-7.063850,0
6.676150,-4.976850,1.665150,4.418150,0.882150,0
13.201150,3.592150,1.243150,-3.300850,-10.207850,0
-0.815850,-5.927850,5.682150,3.813150,12.973150,0
-0.364850,-1.605850,15.154150,-5.160850,0.555150,0
-8.637850,4.041150,2.423150,6.052150,1.206150,0
9.109150,-0.055850,-9.552850,-3.255850,-9.086850,0
7.386150,2.109150,10.093150,-11.792850,9.355150,0
-2.157850,-2.609850,-17.821850,-1.810850,-0.788850,0
3.659150,1.215150,2.619150,-1.872850,3.055150,0
8.214150,7.292150,-7.020850,-0.338850,-9.904850,0
9.205150,4.957150,9.124150,11.780150,4.299150,0
-3.248850,8.341150,1.948150,-11.560850,8.135150,0
-6.879850,2.038150,-4.759850,-0.466850,10.052150,0
-3.879850,-2.296850,-7.471850,8.497150,-2.625850,0
-4.635850,19.679150,12.229150,-0.477850,-6.572850,0
-1.456850,2.325150,2.701150,12.759150,3.102150,0
-4.925850,-4.537850,-9.896850,5.328150,-3.726850,0
-2.144850,-1.290850,-6.008850,1.239150,4.289150,0
-3.325850,5.490150,1.460150,-1.882850,-7.907850,0
2.508150,-1.918850,1.771150,2.401150,9.234150,0
5.053150,2.296150,8.075150,-2.618850,-4.375850,0
-1.613850,4.066150,0.039150,11.503150,-1.683850,0
-2.393850,-2.302850,5.766150,6.995150,4.911150,0
-5.176850,-0.981850,13.643150,-5.551850,-2.043850,0
0.010150,-3.726850,0.066150,-3.808850,5.267150,0
11.046150,2.419150,-25.180850,3.705150,1.802150,0
-1.154850,-8.051850,8.203150,0.526150,-2.270850,0
-0.203850,-11.348850,0.014150,8.442150,-0.240850,0
0.934150,-0.575850,3.145150,-0.162850,-1.146850,0
8.025150,2.274150,3.852150,5.143150,-1.523850,0
5.650150,-2.416850,8.638150,-2.776850,-10.996850,0
1.311150,2.207150,2.468150,7.763150,0.492150,0
9.797150,2.890150,-4.201850,-5.531850,1.298150,0
11.204150,-4.722850,-6.160850,3.087150,5.901150,0
5.440150,-7.559850,-5.904850,-9.081850,4.963150,0
4.949150,3.518150,0.467150,1.571150,5.450150,0
0.000150,16.801150,-0.473850,-5.101850,7.088150,0
-1.580850,-6.738850,-11.308850,22.193150,5.945150,0
6.250150,-6.695850,-2.955850,-1.586850,-9.497850,0
-1.682850,5.160150,2.829150,-1.333850,9.939150,0
-11.602850,8.658150,5.746150,-25.206850,-14.155850,0
-4.315850,-2.522850,2.582150,-5.148850,5.391150,0
7.671150,14.360150,7.048150,16.564150,-3.356850,0
-26.120850,6.033150,-1.777850,9.077150,-9.581850,0
0.788150,2.784150,-2.568850,-3.026850,9.179150,0
11.026150,-3.001850,-1.709850,1.500150,-6.728850,0
1.951150,7.006150,12.361150,4.412150,-4.053850,0
0.964150,5.892150,0.574150,6.070150,-2.665850,0
-2.167850,6.629150,1.097150,-2.049850,-2.114850,0
2.588150,11.790150,-24.725850,-4.301850,-4.075850,0
-4.152850,12.077150,-14.803850,7.497150,7.492150,0
7.854150,7.173150,-0.514850,-4.618850,-0.991850,0
-4.640850,4.692150,0.633150,2.532150,-6.698850,0
-5.581850,-3.831850,1.550150,3.085150,-3.000850,0
-11.296850,-0.451850,-5.226850,0.424150,-5.638850,0
4.136150,0.952150,-1.485850,2.413150,-5.192850,0
-9.305850,-7.975850,-0.837850,-4.814850,1.551150,0
4.365150,-5.061850,-4.899850,2.445150,2.176150,0
12.826150,11.218150,-4.510850,1.691150,-1.731850,0
1.019150,7.706150,5.050150,-1.082850,-6.452850,0
-6.575850,12.731150,5.022150,-10.213850,-9.203850,0
1.812150,-0.814850,2.250150,1.692150,6.371150,0
-7.957850,-2.018850,-3.557850,-1.332850,4.768150,0
5.154150,3.983150,5.032150,-3.451850,-2.734850,0
1.037150,4.267150,3.122150,8.010150,2.892150,0
-5.002850,0.515150,0.276150,-4.605850,7.914150,0
-3.700850,1.095150,4.990150,6.088150,-1.752850,0
-9.395850,-9.009850,15.159150,-2.999850,3.962150,1
1.068150,0.558150,10.068150,4.677150,-8.668850,1
9.205150,1.918150,10.692150,1.821150,-6.330850,1
-12.693850,1.661150,-5.950850,4.768150,0.197150,1
7.899150,11.756150,1.481150,8.430150,2.551150,1
-8.481850,-1.028850,-0.895850,-0.336850,1.682150,1
-0.239850,-4.658850,-12.958850,-27.853850,-0.250850,1
15.015150,-8.186850,-4.286850,-1.376850,-3.774850,1
-1.634850,-2.169850,-6.799850,0.245150,3.720150,1
