6.870268,0.472268,16.312268,6.687268,-5.065732,-6.171732,0.736268,4.509268,7.465268,6.582268,-1.849732,6.718268,3.605268,-5.127732,5.409268,6.551268,-0.897732,3.532268,1.446268,10.238268,5.702268,3.148268,-5.452732,-1.910732,-4.485732,4.866268,-0.280732,2.510268,3.714268,4.501268,5.398268,4.829268,0
10.390268,-4.179732,-1.967732,-3.259732,4.246268,-1.020732,1.277268,9.239268,8.902268,5.402268,-6.021732,1.772268,-9.405732,7.775268,-1.182732,2.572268,-1.400732,6.575268,1.629268,-0.230732,2.553268,4.951268,2.090268,-4.996732,-20.979732,-2.313732,-9.130732,0.166268,3.728268,-0.221732,1.122268,-3.994732,0
8.144268,0.357268,-3.041732,7.664268,5.487268,17.144268,3.752268,-2.489732,2.968268,-0.146732,0.451268,-1.192732,-3.433732,2.491268,5.244268,1.086268,-0.102732,-0.340732,1.426268,-4.515732,-1.360732,-2.321732,4.204268,0.024268,12.897268,4.143268,13.990268,6.779268,-1.218732,6.660268,2.291268,6.058268,0
-2.769732,0.902268,7.425268,3.573268,-4.529732,-2.176732,0.426268,0.357268,4.087268,9.527268,6.612268,-0.925732,5.232268,-0.251732,0.085268,1.730268,5.016268,21.317268,-1.801732,3.037268,4.152268,-2.998732,-1.787732,-2.428732,0.050268,3.567268,7.352268,7.945268,-1.967732,-0.116732,0.314268,3.592268,0
8.567268,2.048268,0.371268,1.060268,-1.284732,3.421268,-2.876732,4.313268,-2.060732,8.075268,0.951268,-4.856732,3.229268,3.091268,-1.205732,-0.227732,2.091268,-2.825732,-1.890732,3.143268,3.370268,4.862268,0.267268,1.824268,0.266268,5.912268,-0.021732,4.367268,-4.672732,-1.389732,6.579268,3.047268,0
1.019268,1.418268,0.369268,3.827268,2.009268,5.802268,-0.070732,2.505268,-1.575732,-1.271732,0.951268,-1.847732,3.744268,-0.700732,-0.499732,-8.391732,2.835268,3.325268,0.252268,-1.411732,0.576268,5.245268,-6.191732,-0.570732,0.736268,1.726268,4.993268,3.788268,11.816268,-5.201732,-2.464732,3.985268,0
1.016268,4.066268,1.603268,1.155268,2.974268,2.051268,-2.375732,0.172268,5.275268,-9.918732,3.470268,1.137268,-5.217732,-10.310732,6.480268,0.840268,6.510268,4.517268,0.294268,-11.752732,2.883268,6.564268,0.542268,0.751268,1.043268,-3.019732,4.908268,7.632268,7.682268,-2.202732,-3.088732,5.354268,0
-2.498732,-3.767732,7.354268,-4.170732,4.104268,9.258268,4.282268,4.122268,-8.366732,2.886268,6.491268,0.480268,4.242268,-9.418732,4.802268,-1.640732,1.597268,7.581268,2.270268,1.361268,3.083268,2.614268,0.633268,-2.428732,-0.006732,2.447268,4.375268,-11.104732,6.373268,-2.351732,-1.872732,7.379268,0
8.511268,-4.667732,3.901268,-7.104732,2.815268,-4.665732,-8.189732,6.210268,-6.129732,-1.771732,-6.797732,-2.522732,4.738268,-6.225732,4.292268,4.304268,7.141268,0.913268,-0.097732,-0.788732,8.277268,1.946268,-7.511732,-3.091732,2.228268,5.420268,-3.111732,-14.124732,4.320268,7.670268,3.348268,1.952268,0
2.870268,3.497268,-15.912732,10.967268,-15.757732,5.943268,7.740268,1.797268,1.140268,-2.865732,2.036268,5.289268,-0.232732,2.592268,-0.892732,-3.544732,-2.294732,-0.001732,-0.588732,-2.272732,1.405268,0.555268,1.008268,8.955268,1.109268,-2.607732,4.512268,7.421268,-1.866732,-4.730732,-1.541732,6.627268,0
2.142268,9.900268,-1.148732,4.752268,1.925268,3.215268,-2.289732,-7.255732,7.002268,2.246268,6.430268,1.918268,-4.332732,-0.531732,-0.934732,-4.079732,-0.530732,3.206268,-0.574732,8.112268,5.790268,9.115268,7.418268,-1.006732,8.416268,1.179268,-5.885732,-1.444732,3.749268,12.408268,5.005268,6.720268,0
3.244268,-2.464732,4.471268,-1.908732,2.435268,2.617268,-0.891732,1.195268,1.235268,-7.089732,-1.522732,4.265268,1.611268,-2.135732,0.161268,6.235268,4.801268,-1.618732,5.433268,3.834268,7.374268,3.486268,3.145268,4.035268,-1.744732,4.568268,7.223268,6.254268,-2.577732,1.856268,3.021268,-8.883732,0
-1.790732,3.955268,7.611268,-5.394732,3.725268,5.254268,3.350268,9.508268,4.474268,7.921268,2.527268,3.951268,0.361268,1.772268,5.560268,1.731268,-1.188732,-2.277732,6.376268,2.511268,4.442268,9.958268,-0.040732,2.285268,2.130268,4.780268,7.080268,-0.364732,-0.702732,4.625268,-3.471732,-6.809732,0
5.000268,4.501268,4.504268,2.141268,-0.343732,-3.234732,3.709268,0.296268,-2.986732,-7.518732,8.095268,-1.086732,3.875268,4.569268,-0.276732,-11.395732,1.859268,3.284268,-3.442732,-4.396732,1.044268,4.738268,-0.101732,-1.212732,-2.151732,-1.753732,0.090268,9.872268,-2.849732,-8.090732,1.242268,0.945268,0
0.178268,2.463268,-2.569732,2.688268,3.367268,15.480268,-2.019732,6.125268,-7.992732,0.502268,0.897268,7.997268,-0.350732,2.620268,2.943268,-0.634732,1.476268,2.042268,6.234268,19.753268,3.901268,2.708268,4.886268,-0.340732,-4.202732,2.793268,-3.495732,-1.809732,-4.302732,-8.724732,-0.065732,6.454268,0
-3.713732,2.526268,-6.107732,7.365268,6.453268,-1.599732,1.245268,-2.229732,-1.791732,11.666268,8.158268,2.324268,0.389268,1.837268,8.589268,-1.728732,6.975268,-1.758732,2.102268,5.039268,9.518268,7.053268,-0.812732,-4.465732,4.532268,-5.074732,-2.055732,7.182268,-2.263732,-7.779732,-10.538732,6.343268,0
1.066268,3.104268,-7.738732,-3.420732,9.122268,-3.631732,-5.146732,-5.091732,6.682268,1.903268,0.862268,-2.883732,-4.719732,-0.638732,1.067268,-0.804732,-1.157732,-2.382732,1.688268,-3.524732,4.202268,1.875268,-0.149732,2.181268,-3.509732,-2.692732,4.176268,3.274268,-2.508732,7.446268,5.945268,-6.286732,0
-2.605732,3.573268,4.956268,-0.449732,5.943268,5.500268,7.665268,-4.250732,-1.345732,1.641268,3.862268,2.772268,-1.010732,-3.312732,1.051268,9.814268,-3.104732,0.349268,1.849268,1.900268,3.846268,4.695268,3.245268,0.931268,-3.581732,0.397268,1.223268,-3.843732,0.803268,-1.928732,5.710268,3.432268,0
5.502268,4.398268,5.908268,-3.698732,-11.031732,0.009268,4.831268,-1.148732,7.595268,-3.744732,-1.977732,-8.867732,4.817268,-0.983732,5.615268,3.545268,-3.766732,1.798268,8.795268,-1.244732,3.012268,4.931268,-10.308732,-2.184732,2.739268,-4.122732,1.702268,-4.432732,4.980268,0.162268,-9.069732,-0.492732,0
0.755268,8.837268,3.315268,2.810268,-4.189732,-1.051732,5.449268,-3.911732,2.297268,-0.218732,-0.936732,1.063268,-1.260732,-2.509732,4.066268,2.790268,3.235268,4.973268,1.796268,-4.850732,2.818268,3.724268,2.753268,-1.330732,6.443268,2.712268,-1.631732,7.716268,1.433268,1.769268,5.858268,-5.390732,0
5.698268,1.750268,0.394268,6.301268,4.701268,-4.419732,2.884268,1.336268,-3.192732,0.956268,-3.734732,1.384268,1.939268,8.727268,-9.954732,-0.392732,1.491268,-0.012732,-3.400732,9.096268,-4.135732,0.454268,1.374268,-3.194732,-8.601732,-6.407732,0.143268,2.638268,-3.365732,-0.706732,6.985268,21.770268,0
2.567268,-1.853732,1.878268,3.977268,6.611268,2.657268,4.952268,-2.458732,6.388268,0.606268,-1.740732,4.446268,-5.895732,-2.572732,2.753268,0.108268,7.477268,-4.351732,9.991268,1.284268,1.996268,6.893268,3.443268,5.041268,-1.641732,4.214268,6.113268,-1.311732,2.685268,-3.069732,5.049268,-4.649732,0
0.059268,2.066268,2.034268,-1.363732,2.848268,5.358268,9.654268,0.055268,-6.804732,-3.728732,-3.943732,-0.740732,-1.642732,5.383268,-3.780732,4.844268,-2.621732,-8.575732,-4.568732,-0.059732,5.562268,-0.508732,-1.578732,-4.193732,2.526268,3.102268,6.985268,-0.143732,2.668268,-4.249732,4.712268,3.239268,0
6.353268,6.892268,7.191268,5.036268,6.075268,-0.645732,0.843268,2.292268,7.766268,0.174268,0.968268,2.910268,7.181268,-2.479732,-0.529732,1.781268,0.613268,1.007268,6.337268,-1.728732,-1.166732,0.272268,2.365268,5.187268,7.599268,-5.734732,-3.528732,-4.094732,-2.066732,2.561268,1.485268,1.381268,0
0.734268,-4.436732,0.922268,6.044268,2.017268,0.503268,6.928268,-4.683732,9.487268,1.619268,1.891268,-17.769732,-1.601732,-0.755732,6.326268,0.412268,4.814268,2.681268,-3.293732,1.580268,-7.182732,-6.192732,0.140268,12.565268,-4.231732,-2.194732,0.430268,1.433268,0.218268,1.268268,-1.438732,3.507268,0
