0.262000,1.030000,1.000000
0.136000,1.895000,1.000000
0.262000,1.000000,1.000000
1.629000,1.708000,1.000000
0.956000,2.286000,1.000000
1.528000,-0.255000,1.000000
0.125000,0.981000,1.000000
1.581000,0.002000,1.000000
1.464000,1.008000,1.000000
1.046000,1.549000,1.000000
0.909000,0.771000,1.000000
-0.044000,1.652000,1.000000
0.598000,0.963000,1.000000
1.734000,0.791000,1.000000
0.584000,1.761000,1.000000
1.130000,1.326000,1.000000
0.590000,-0.949000,1.000000
1.713000,-0.084000,1.000000
0.436000,-0.239000,1.000000
0.305000,1.245000,1.000000
1.297000,1.421000,1.000000
2.065000,1.631000,1.000000
1.103000,0.748000,1.000000
-0.419000,1.797000,1.000000
0.457000,0.986000,1.000000
0.223000,0.603000,1.000000
1.191000,0.347000,1.000000
1.065000,0.844000,1.000000
0.047000,2.037000,1.000000
-0.071000,1.294000,1.000000
0.121000,1.235000,1.000000
0.725000,2.085000,1.000000
0.521000,0.055000,1.000000
1.288000,1.740000,1.000000
0.164000,0.116000,1.000000
0.611000,0.322000,1.000000
0.866000,0.483000,1.000000
1.372000,2.110000,1.000000
0.050000,1.155000,1.000000
-0.185000,2.213000,1.000000
1.498000,0.959000,1.000000
0.177000,0.491000,1.000000
1.500000,0.619000,1.000000
-0.392000,1.009000,1.000000
0.745000,0.117000,1.000000
0.568000,2.228000,1.000000
0.935000,0.282000,1.000000
0.524000,1.175000,1.000000
0.056000,1.671000,1.000000
1.738000,1.090000,1.000000
2.196000,2.097000,1.000000
-0.286000,1.170000,1.000000
-0.447000,1.184000,1.000000
1.957000,-0.734000,1.000000
2.800000,2.361000,1.000000
1.747000,1.412000,1.000000
0.708000,2.033000,1.000000
1.750000,0.007000,1.000000
2.210000,0.412000,1.000000
0.699000,1.040000,1.000000
1.575000,1.400000,1.000000
1.650000,-0.738000,1.000000
1.029000,0.054000,1.000000
1.515000,1.818000,1.000000
1.180000,1.639000,1.000000
0.640000,-0.002000,1.000000
0.987000,0.925000,1.000000
1.194000,2.329000,1.000000
1.159000,-0.198000,1.000000
-0.509000,-0.256000,1.000000
0.449000,-0.039000,1.000000
0.666000,0.999000,1.000000
0.473000,1.732000,1.000000
0.815000,1.065000,1.000000
1.312000,1.771000,1.000000
1.755000,1.173000,1.000000
1.552000,-0.318000,1.000000
0.603000,1.033000,1.000000
1.794000,1.720000,1.000000
1.256000,2.288000,1.000000
1.204000,1.047000,1.000000
0.092000,1.788000,1.000000
0.648000,-0.306000,1.000000
1.810000,0.118000,1.000000
1.120000,0.480000,1.000000
0.434000,1.045000,1.000000
0.267000,0.607000,1.000000
1.076000,0.859000,1.000000
0.602000,1.464000,1.000000
1.798000,-0.387000,1.000000
2.669000,1.047000,1.000000
0.255000,0.944000,1.000000
-0.145000,2.343000,1.000000
0.569000,1.580000,1.000000
0.605000,0.921000,1.000000
1.769000,2.520000,1.000000
1.823000,-0.118000,1.000000
0.814000,0.075000,1.000000
1.260000,2.486000,1.000000
1.386000,0.520000,1.000000
-1.370000,-0.650000,0.000000
-0.520000,-1.212000,0.000000
-0.062000,0.667000,0.000000
-0.210000,-0.434000,0.000000
-0.257000,-0.404000,0.000000
0.523000,-0.291000,0.000000
-0.174000,-0.048000,0.000000
-0.989000,-0.862000,0.000000
-1.460000,-1.233000,0.000000
-1.349000,-0.630000,0.000000
-2.076000,-0.750000,0.000000
-2.058000,-0.415000,0.000000
-1.430000,-1.263000,0.000000
-0.989000,0.402000,0.000000
0.951000,-0.679000,0.000000
0.048000,-1.423000,0.000000
-1.078000,-0.242000,0.000000
-0.777000,-1.470000,0.000000
-0.750000,-1.748000,0.000000
-1.062000,-0.969000,0.000000
-2.522000,-1.570000,0.000000
0.036000,-1.635000,0.000000
-0.753000,-1.938000,0.000000
-1.955000,-0.633000,0.000000
-0.794000,-1.117000,0.000000
-2.729000,-1.520000,0.000000
-1.809000,-1.391000,0.000000
-0.907000,0.285000,0.000000
-1.295000,-1.281000,0.000000
-1.066000,-1.596000,0.000000
-1.555000,-0.931000,0.000000
-0.834000,-1.320000,0.000000
0.235000,-0.988000,0.000000
-0.601000,-0.717000,0.000000
-0.559000,-0.343000,0.000000
0.302000,-1.283000,0.000000
-1.356000,-0.631000,0.000000
-1.036000,-1.032000,0.000000
-0.859000,-1.206000,0.000000
-1.087000,-1.235000,0.000000
-0.194000,-1.202000,0.000000
-1.010000,-0.523000,0.000000
-2.770000,-0.230000,0.000000
-0.897000,0.886000,0.000000
-2.432000,-0.079000,0.000000
0.496000,-1.329000,0.000000
-2.187000,-2.033000,0.000000
0.224000,-1.323000,0.000000
-0.934000,-1.337000,0.000000
0.010000,-1.234000,0.000000
-1.425000,-2.232000,0.000000
-0.098000,-1.203000,0.000000
-1.203000,-1.689000,0.000000
-0.264000,-0.401000,0.000000
-1.697000,0.260000,0.000000
0.590000,-1.946000,0.000000
0.657000,-0.297000,0.000000
-1.099000,-1.487000,0.000000
-1.451000,-1.599000,0.000000
-1.228000,-2.978000,0.000000
-1.301000,-1.111000,0.000000
-1.589000,-1.013000,0.000000
-0.167000,-2.514000,0.000000
0.425000,-2.177000,0.000000
-0.395000,-0.969000,0.000000
-0.968000,0.085000,0.000000
-2.001000,-0.046000,0.000000
-1.574000,-1.270000,0.000000
-0.632000,-0.813000,0.000000
-0.618000,0.705000,0.000000
-1.610000,0.329000,0.000000
-2.016000,0.041000,0.000000
-0.049000,-0.242000,0.000000
-0.091000,-1.435000,0.000000
-1.156000,-0.135000,0.000000
-1.441000,-0.636000,0.000000
-0.495000,-1.602000,0.000000
0.101000,-1.546000,0.000000
-0.892000,-2.072000,0.000000
-0.562000,-1.765000,0.000000
1.014000,-0.946000,0.000000
-2.082000,-0.884000,0.000000
0.055000,-0.856000,0.000000
-1.344000,-1.335000,0.000000
0.998000,-2.028000,0.000000
-1.395000,0.524000,0.000000
-0.431000,2.391000,0.000000
-0.587000,-2.894000,0.000000
-0.354000,-2.638000,0.000000
-1.773000,-1.728000,0.000000
-0.950000,-0.135000,0.000000
0.797000,-1.492000,0.000000
-2.695000,-0.441000,0.000000
-0.810000,-0.254000,0.000000
-2.725000,0.353000,0.000000
-0.923000,-1.600000,0.000000
-1.515000,-0.639000,0.000000
-2.786000,-1.391000,0.000000
-0.402000,-1.219000,0.000000
-0.671000,-0.048000,0.000000
